node,node_id,node_type,bipartite,label,channel_id,channel_name,category,view_count,comments_total,author_handle,videos_count
author::UClsrFGJKWPxxw7MiaEdKLXw,UClsrFGJKWPxxw7MiaEdKLXw,author,0,@ericapaz5406,,,,,1,/@ericapaz5406,1.0
author::UCmjppp6ujz3SAnULvP3sZMw,UCmjppp6ujz3SAnULvP3sZMw,author,0,@marcomendez7509,,,,,1,/@marcomendez7509,1.0
author::UCmvOgzmmXbjUthHy-WJ52hQ,UCmvOgzmmXbjUthHy-WJ52hQ,author,0,@mariorodas593,,,,,1,/@mariorodas593,1.0
author::UCnU8wO1OurAmGstDw6VGjgQ,UCnU8wO1OurAmGstDw6VGjgQ,author,0,@cmorera21,,,,,1,/@cmorera21,1.0
author::UCoGdCoJg2Lh0OX_jv6cG16g,UCoGdCoJg2Lh0OX_jv6cG16g,author,0,@Israel-u5i7i,,,,,2,/@Israel-u5i7i,1.0
author::UColMq7LmaoY3MT6aIDGrGvA,UColMq7LmaoY3MT6aIDGrGvA,author,0,@quijotachapina1,,,,,1,/@quijotachapina1,1.0
author::UCozFYHN0e_-vlQbX3wQGOug,UCozFYHN0e_-vlQbX3wQGOug,author,0,@jesusguzman2321,,,,,1,/@jesusguzman2321,1.0
author::UCp29O_C7cchZV8IxV7Crdag,UCp29O_C7cchZV8IxV7Crdag,author,0,@robertoescobar5507,,,,,2,/@robertoescobar5507,1.0
author::UCp4iw5_5SmV9VGTFSNVGOmQ,UCp4iw5_5SmV9VGTFSNVGOmQ,author,0,@CARLOSSTREMS51,,,,,1,/@CARLOSSTREMS51,1.0
author::UCpIdtvoFHVLGASGB5ySqIEA,UCpIdtvoFHVLGASGB5ySqIEA,author,0,@VidalVillatoro-p4w,,,,,1,/@VidalVillatoro-p4w,1.0
author::UCp_dAUfv8i3LW3zWc24dLaQ,UCp_dAUfv8i3LW3zWc24dLaQ,author,0,@MarioCortez-o6v,,,,,1,/@MarioCortez-o6v,1.0
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,UCpe5jW3MIqkgTJ-PgkzvM6Q,author,0,@carloslam5333,,,,,1,/@carloslam5333,1.0
author::UCpl8rF8uv_8uui-QRvuJaRA,UCpl8rF8uv_8uui-QRvuJaRA,author,0,@SergioGarcia-z9c,,,,,1,/@SergioGarcia-z9c,1.0
author::UCplrIQtaPj6au60_f2-mOYw,UCplrIQtaPj6au60_f2-mOYw,author,0,@romeolopezherrarte799,,,,,1,/@romeolopezherrarte799,1.0
author::UCpsKOkt5iWTbenzeuq7dsmQ,UCpsKOkt5iWTbenzeuq7dsmQ,author,0,@inge_vergueta,,,,,3,/@inge_vergueta,3.0
author::UCq3mDTTRZnUybct5M9OSXbg,UCq3mDTTRZnUybct5M9OSXbg,author,0,@MacoMorales-i2i2d,,,,,1,/@MacoMorales-i2i2d,1.0
author::UCqCrvuoJpC-aVb0f4logQRQ,UCqCrvuoJpC-aVb0f4logQRQ,author,0,@Lyrics_GT,,,,,1,/@Lyrics_GT,1.0
author::UCqilIa8r7iek5sGYg_q6ofA,UCqilIa8r7iek5sGYg_q6ofA,author,0,@rolandojuchuna484,,,,,1,/@rolandojuchuna484,1.0
author::UCql1n3Ey6ULMSOACjMe-fxQ,UCql1n3Ey6ULMSOACjMe-fxQ,author,0,@RolandoGonzalez-o7g,,,,,1,/@RolandoGonzalez-o7g,1.0
author::UCr1emrogPKkKTs_WTtx71xg,UCr1emrogPKkKTs_WTtx71xg,author,0,@domingopeneleu6457,,,,,1,/@domingopeneleu6457,1.0
author::UCrJn_rbo_ENAdeqneS-RmRw,UCrJn_rbo_ENAdeqneS-RmRw,author,0,@josecarrera9623,,,,,2,/@josecarrera9623,1.0
author::UCrqXyRsg-_hTosURZ-uvoKg,UCrqXyRsg-_hTosURZ-uvoKg,author,0,@flornolberto2425,,,,,1,/@flornolberto2425,1.0
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,UCsGoJEvb-cFPZ2rWoJcXzEQ,author,0,@sergiohinestroza9709,,,,,1,/@sergiohinestroza9709,1.0
author::UCsJJAvrVGupdmhOqgtDp8dg,UCsJJAvrVGupdmhOqgtDp8dg,author,0,@nestorlorenzana1168,,,,,1,/@nestorlorenzana1168,1.0
author::UCsSXdJct-nsS8DsABoEsaYA,UCsSXdJct-nsS8DsABoEsaYA,author,0,@IvánPérez-j4j,,,,,1,/@Iv%C3%A1nP%C3%A9rez-j4j,1.0
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,UCsUCN0Yq_UyTvKjOJLmNrnQ,author,0,@moisesvaldez4043,,,,,2,/@moisesvaldez4043,2.0
author::UCs_5qeqdku9tGAq22y3OcuQ,UCs_5qeqdku9tGAq22y3OcuQ,author,0,@alexandrevasquez4135,,,,,1,/@alexandrevasquez4135,1.0
author::UCsjs5Hp_r86x1xbK6FAeqaA,UCsjs5Hp_r86x1xbK6FAeqaA,author,0,@alvaroesquivel563,,,,,1,/@alvaroesquivel563,1.0
author::UCtCtts20bW6F9CSohau51Iw,UCtCtts20bW6F9CSohau51Iw,author,0,@carlosgranados9875,,,,,2,/@carlosgranados9875,1.0
author::UCtMBF_1O2jY2INlb_luuB_A,UCtMBF_1O2jY2INlb_luuB_A,author,0,@mynorgudiel8646,,,,,1,/@mynorgudiel8646,1.0
author::UCtNfIBnc5S5DbbQj_yxgJTw,UCtNfIBnc5S5DbbQj_yxgJTw,author,0,@JosueRamirez-ey3ih,,,,,1,/@JosueRamirez-ey3ih,1.0
author::UCtNyHmRZtvGF2hSvI2dUBWw,UCtNyHmRZtvGF2hSvI2dUBWw,author,0,@aureliomaldonado4793,,,,,2,/@aureliomaldonado4793,1.0
author::UCtUR3_CAiE7fCoZHM6cMfyQ,UCtUR3_CAiE7fCoZHM6cMfyQ,author,0,@mdelcid01,,,,,1,/@mdelcid01,1.0
author::UCtiHFjFu7d5v2XxHnKFUYig,UCtiHFjFu7d5v2XxHnKFUYig,author,0,@Paul-gf7ec,,,,,1,/@Paul-gf7ec,1.0
author::UCtowGNY2lnlg6O2CkwDgkLg,UCtowGNY2lnlg6O2CkwDgkLg,author,0,@taniagabrielacelis8434,,,,,1,/@taniagabrielacelis8434,1.0
author::UCtsxPYw8VUsH_FfnKg-0lmw,UCtsxPYw8VUsH_FfnKg-0lmw,author,0,@AlejandroPérez-b6r,,,,,1,/@AlejandroP%C3%A9rez-b6r,1.0
author::UCu8_3-Wg-YzNyvHYQDEscfw,UCu8_3-Wg-YzNyvHYQDEscfw,author,0,@RolandoCastroPérez-d7y,,,,,1,/@RolandoCastroP%C3%A9rez-d7y,1.0
author::UCuP4UK33HKtJE_S39ksmaTw,UCuP4UK33HKtJE_S39ksmaTw,author,0,@herbertaguilar1387,,,,,1,/@herbertaguilar1387,1.0
author::UCuXmOjxC-htcprLgeVXz6Tg,UCuXmOjxC-htcprLgeVXz6Tg,author,0,@jorgeaguilar-bq3uj,,,,,1,/@jorgeaguilar-bq3uj,1.0
author::UCueV9cTyTDwgQSec1x2dYgA,UCueV9cTyTDwgQSec1x2dYgA,author,0,@fredydomingo7062,,,,,1,/@fredydomingo7062,1.0
author::UCujPF2nBgsTD62nWE3lcpIg,UCujPF2nBgsTD62nWE3lcpIg,author,0,@victorarturoruanobautista7588,,,,,1,/@victorarturoruanobautista7588,1.0
author::UCusjriFsDHEc2AOjqk-p5ig,UCusjriFsDHEc2AOjqk-p5ig,author,0,@pablobarrios7931,,,,,1,/@pablobarrios7931,1.0
author::UCut6b9S98nv84cVX89PmKzA,UCut6b9S98nv84cVX89PmKzA,author,0,@yeniferaguirre4498,,,,,2,/@yeniferaguirre4498,1.0
author::UCvApqeCbLod-wejtT4CcVuA,UCvApqeCbLod-wejtT4CcVuA,author,0,@davidgaher9550,,,,,1,/@davidgaher9550,1.0
author::UCvDwJBBY1mHK70aTEYl6rsA,UCvDwJBBY1mHK70aTEYl6rsA,author,0,@cristianescobedo8296,,,,,1,/@cristianescobedo8296,1.0
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,UCvcu1kR8xMYy_I1Ty-2mV2Q,author,0,@hashojea7348,,,,,4,/@hashojea7348,3.0
author::UCvl1tzQeBeGy6efPTRJXSCw,UCvl1tzQeBeGy6efPTRJXSCw,author,0,@RaulPerez-cw2vi,,,,,1,/@RaulPerez-cw2vi,1.0
author::UCwCfs-2zbD5k0lG-UVg_JBw,UCwCfs-2zbD5k0lG-UVg_JBw,author,0,@JessicaHuaz-96,,,,,1,/@JessicaHuaz-96,1.0
author::UCwEe1RKlEv1UpNWmWYfSh4w,UCwEe1RKlEv1UpNWmWYfSh4w,author,0,@marioramirez299,,,,,1,/@marioramirez299,1.0
author::UCwO2SXr0ggzwg6QWWrr01nQ,UCwO2SXr0ggzwg6QWWrr01nQ,author,0,@ricardofigueroa5720,,,,,1,/@ricardofigueroa5720,1.0
author::UCwUAv3_LpWVtTIi7lkmTL7A,UCwUAv3_LpWVtTIi7lkmTL7A,author,0,@kingr4706,,,,,1,/@kingr4706,1.0
author::UCwW2OFy95P7ZBkOPxWkpvYg,UCwW2OFy95P7ZBkOPxWkpvYg,author,0,@TeresaLucero-b5o,,,,,2,/@TeresaLucero-b5o,1.0
author::UCwgCc9Jd_gG-uLE_SY-FfPg,UCwgCc9Jd_gG-uLE_SY-FfPg,author,0,@armindapenados2841,,,,,1,/@armindapenados2841,1.0
author::UCwha8rxULYMVtNwZWeSkE1A,UCwha8rxULYMVtNwZWeSkE1A,author,0,@mariasamo8637,,,,,1,/@mariasamo8637,1.0
author::UCwjUvRseNtJoItylIyIez7Q,UCwjUvRseNtJoItylIyIez7Q,author,0,@Silviazea,,,,,1,/@Silviazea,1.0
author::UCwxoKK59nGCeBqB2sXfDBIw,UCwxoKK59nGCeBqB2sXfDBIw,author,0,@vic-bonivideos,,,,,1,/@vic-bonivideos,1.0
author::UCxKR3RA8T-kxMgq_2WWhRcQ,UCxKR3RA8T-kxMgq_2WWhRcQ,author,0,@elenaluarca9377,,,,,1,/@elenaluarca9377,1.0
author::UCxcoDvP-g2_KTZDmVZtvb3w,UCxcoDvP-g2_KTZDmVZtvb3w,author,0,@angelmartinez9523,,,,,1,/@angelmartinez9523,1.0
author::UCxff05WuyvwELNITi7bj7UA,UCxff05WuyvwELNITi7bj7UA,author,0,@markoherrera,,,,,1,/@markoherrera,1.0
author::UCxhtlxPV8AYWaNNyU6S9H8Q,UCxhtlxPV8AYWaNNyU6S9H8Q,author,0,@WilR-s8r,,,,,1,/@WilR-s8r,1.0
author::UCyJhqmMbsvjpoarBBStA2kg,UCyJhqmMbsvjpoarBBStA2kg,author,0,@Murmullodelbarrio,,,,,6,/@Murmullodelbarrio,1.0
author::UCySYJU5kUh7X8gVt9la2ISA,UCySYJU5kUh7X8gVt9la2ISA,author,0,@dantesarti4351,,,,,1,/@dantesarti4351,1.0
author::UCyW68EGZey4ao_Vf2cR5Ztg,UCyW68EGZey4ao_Vf2cR5Ztg,author,0,@ZabalaXabier,,,,,1,/@ZabalaXabier,1.0
author::UCylqlpsh8ENNM1LqgQ1KbxA,UCylqlpsh8ENNM1LqgQ1KbxA,author,0,@Jel.Awesh.M,,,,,3,/@Jel.Awesh.M,2.0
author::UCyor0Mmm0ivLX2jIdyGp84Q,UCyor0Mmm0ivLX2jIdyGp84Q,author,0,@MiguelJordan-n3g,,,,,1,/@MiguelJordan-n3g,1.0
author::UCyzf29IYjNw67gGIfsjgtxA,UCyzf29IYjNw67gGIfsjgtxA,author,0,@carlosoliva9249,,,,,1,/@carlosoliva9249,1.0
author::UCz3gu01bmjNv0DpRq-K3XYg,UCz3gu01bmjNv0DpRq-K3XYg,author,0,@eusebiovasquez4385,,,,,2,/@eusebiovasquez4385,1.0
author::UCzSfZlOVxBSs5ObD25ywxDQ,UCzSfZlOVxBSs5ObD25ywxDQ,author,0,@GilmarMaldonado-q9m,,,,,1,/@GilmarMaldonado-q9m,1.0
author::UCzZ6dDCEsLMXbc5pCFXIprw,UCzZ6dDCEsLMXbc5pCFXIprw,author,0,@josegil3813,,,,,2,/@josegil3813,2.0
author::UCzoL2l5H5eVlorWGH8AZfAg,UCzoL2l5H5eVlorWGH8AZfAg,author,0,@jor77cas,,,,,1,/@jor77cas,1.0
